seqid	taxid	species	category	accession	length	source	original_header
MPDB002766	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OK117928.1	605	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OK117928.1 OK117928.1 Curvularia inaequalis isolate KS-C103 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002767	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OM232276.1	352	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OM232276.1 OM232276.1 Curvularia inaequalis isolate K4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002768	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OM685093.1	500	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OM685093.1 OM685093.1 Curvularia inaequalis strain 28Ci02 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002769	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	ON127872.1	544	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|ON127872.1 ON127872.1 Curvularia inaequalis strain XSP-58 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002770	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OP709686.1	547	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OP709686.1 OP709686.1 Curvularia inaequalis strain KrCina03 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002771	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OP710129.1	530	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OP710129.1 OP710129.1 Curvularia inaequalis isolate 77S6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002772	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR206518.1	452	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OR206518.1 OR206518.1 Curvularia inaequalis isolate B2-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002773	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR259227.1	470	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OR259227.1 OR259227.1 Curvularia inaequalis strain IRAN 4792C internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002774	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR600286.1	567	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OR600286.1 OR600286.1 Curvularia inaequalis isolate SP01 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002775	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR602165.1	240	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OR602165.1 OR602165.1 Curvularia inaequalis clone ASV_ITS_126 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence
MPDB002776	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR652925.1	200	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OR652925.1 OR652925.1 Curvularia inaequalis clone SH1526407.08FU_HE861822_refs internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence
MPDB002777	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW847525.1	310	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OW847525.1 OW847525.1 Curvularia inaequalis genomic DNA sequence contains ITS1
MPDB002778	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW984015.1	712	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OW984015.1 OW984015.1 Curvularia inaequalis genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene
MPDB002779	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW986427.1	577	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OW986427.1 OW986427.1 Curvularia inaequalis genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene
MPDB002780	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW988110.1	579	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|OW988110.1 OW988110.1 Curvularia inaequalis genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene
MPDB002781	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP789629.1	542	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP789629.1 PP789629.1 Curvularia inaequalis isolate wgc201 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002782	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP801333.1	485	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP801333.1 PP801333.1 Curvularia inaequalis strain WGC202 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002783	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP801574.1	472	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP801574.1 PP801574.1 Curvularia inaequalis strain WGC203 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002784	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP818868.1	505	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP818868.1 PP818868.1 Curvularia inaequalis isolate X235 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002785	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP851675.1	519	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP851675.1 PP851675.1 Curvularia inaequalis isolate PSSCE014 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002786	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP872372.1	544	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PP872372.1 PP872372.1 Curvularia inaequalis isolate S8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002787	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PQ637670.1	527	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PQ637670.1 PQ637670.1 Curvularia inaequalis isolate BEOFB1030000 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002788	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PX106831.1	528	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|PX106831.1 PX106831.1 Curvularia inaequalis isolate IRAN23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002789	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PZ694856.1	549	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|弯孢叶斑病 PZ694856.1 Curvularia inaequalis strain 2SJC6-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002790	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	MH854711.1	681	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|MH854711.1 MH854711.1 Agroathelia rolfsii strain CBS 115.22 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002791	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	MH858139.1	651	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|MH858139.1 MH858139.1 Agroathelia rolfsii strain CBS 191.62 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002792	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PP622046.1	666	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PP622046.1 PP622046.1 Agroathelia rolfsii isolate CREA OF 1366 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002793	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PQ613299.1	1056	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PQ613299.1 PQ613299.1 Agroathelia rolfsii isolate PUZ1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002794	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV805654.1	642	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PV805654.1 PV805654.1 Agroathelia rolfsii strain GNUF140 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002795	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV821533.1	636	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PV821533.1 PV821533.1 Agroathelia rolfsii strain GNUF139 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002796	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV822558.1	632	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PV822558.1 PV822558.1 Agroathelia rolfsii strain D18 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002797	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ127017.1	615	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ127017.1 PZ127017.1 Agroathelia rolfsii isolate KCS2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002798	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ148206.1	584	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ148206.1 PZ148206.1 Agroathelia rolfsii isolate KCS3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002799	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ177363.1	1204	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ177363.1 PZ177363.1 Agroathelia rolfsii isolate UACh N3 P6L1-A internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002800	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ177406.1	1216	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ177406.1 PZ177406.1 Agroathelia rolfsii isolate UACh N5 MP2L2-B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002801	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ213631.1	548	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ213631.1 PZ213631.1 Agroathelia rolfsii isolate SR internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002802	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ270758.1	720	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ270758.1 PZ270758.1 Agroathelia rolfsii isolate F1-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002803	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ270759.1	662	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ270759.1 PZ270759.1 Agroathelia rolfsii isolate F1-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002804	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ295574.1	203	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ295574.1 PZ295574.1 Agroathelia rolfsii isolate SR1 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
MPDB002805	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ324789.1	600	reference	39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)|fungi|PZ324789.1 PZ324789.1 Agroathelia rolfsii isolate SBH-1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
