seqid	taxid	species	category	accession	length	n_count	ambiguous_count	ambiguous_bases	header_format_ok	marker_consistent	notes
MPDB001862	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483744.1	168	0	0		True	True	
MPDB001863	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483783.1	184	0	0		True	True	
MPDB001864	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483784.1	184	0	0		True	True	
MPDB001865	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483788.1	183	0	0		True	True	
MPDB001866	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483935.1	170	0	0		True	True	
MPDB001867	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS483949.1	172	0	0		True	True	
MPDB001868	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS484211.1	170	0	0		True	True	
MPDB001869	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	LS484218.1	181	0	0		True	True	
MPDB001870	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MF327243.1	590	0	0		True	True	
MPDB001871	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MF449215.1	213	0	0		True	True	
MPDB001872	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MG988390.1	537	0	0		True	True	
MPDB001873	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MH173809.1	547	0	0		True	True	
MPDB001874	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MH173819.1	545	0	0		True	True	
MPDB001875	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MH809373.1	512	0	0		True	True	
MPDB001876	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MK304398.1	548	0	0		True	True	
MPDB001877	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MK720190.1	420	0	0		True	True	
MPDB001878	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MN202731.1	574	0	0		True	True	
MPDB001879	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MN614058.1	219	0	0		True	True	
MPDB001880	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	MZ919500.1	175	0	0		True	True	
MPDB001881	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	OL347751.1	509	1	0		True	True	
MPDB001882	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	OL454703.1	540	0	0		True	True	
MPDB001883	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	OM057628.1	548	0	0		True	True	
MPDB001884	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	OM670094.1	554	0	0		True	True	
MPDB001885	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	OP303281.1	331	0	0		True	True	
MPDB001886	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	PQ381801.1	555	0	0		True	True	
MPDB001887	228353	Talaromyces radicus	fungi	JN899324.1	750	0	0		True	True	
MPDB001888	228353	Talaromyces radicus	fungi	JX091490.1	538	0	0		True	True	
MPDB001889	228353	Talaromyces radicus	fungi	JX091491.1	537	0	0		True	True	
MPDB001890	228353	Talaromyces radicus	fungi	JX091492.1	536	0	0		True	True	
MPDB001891	228353	Talaromyces radicus	fungi	KF984879.1	584	0	0		True	True	
MPDB001892	228353	Talaromyces radicus	fungi	KF984881.1	583	0	0		True	True	
MPDB001893	228353	Talaromyces radicus	fungi	LC743858.1	574	0	0		True	True	
MPDB001894	228353	Talaromyces radicus	fungi	MH862702.1	612	0	0		True	True	
MPDB001895	228353	Talaromyces radicus	fungi	MK045813.1	590	0	0		True	True	
MPDB001896	228353	Talaromyces radicus	fungi	MK646059.1	596	0	0		True	True	
MPDB001897	228353	Talaromyces radicus	fungi	MK805489.1	502	0	0		True	True	
MPDB001898	228353	Talaromyces radicus	fungi	MW543021.1	585	0	0		True	True	
MPDB001899	228353	Talaromyces radicus	fungi	MW578828.1	548	0	0		True	True	
MPDB001900	228353	Talaromyces radicus	fungi	MW897747.1	583	0	0		True	True	
MPDB001901	228353	Talaromyces radicus	fungi	MZ031136.1	412	0	0		True	True	
MPDB001902	228353	Talaromyces radicus	fungi	MZ835641.1	553	0	0		True	True	
MPDB001903	228353	Talaromyces radicus	fungi	OK011815.1	572	0	0		True	True	
MPDB001904	228353	Talaromyces radicus	fungi	OK035203.1	528	0	0		True	True	
MPDB001905	228353	Talaromyces radicus	fungi	OM237068.1	575	0	0		True	True	
MPDB001906	228353	Talaromyces radicus	fungi	OM237078.1	570	0	0		True	True	
MPDB001907	228353	Talaromyces radicus	fungi	OM487041.1	524	0	0		True	True	
MPDB001908	228353	Talaromyces radicus	fungi	ON208514.1	552	0	0		True	True	
MPDB001909	228353	Talaromyces radicus	fungi	ON208515.1	536	0	0		True	True	
MPDB001910	228353	Talaromyces radicus	fungi	ON208737.1	420	0	0		True	True	
MPDB001911	228353	Talaromyces radicus	fungi	ON394880.1	569	0	0		True	True	
MPDB001912	228353	Talaromyces radicus	fungi	ON394881.1	575	0	0		True	True	
MPDB001913	228353	Talaromyces radicus	fungi	ON428466.1	579	0	0		True	True	
MPDB001914	228353	Talaromyces radicus	fungi	ON492846.1	1071	0	0		True	True	
MPDB001915	228353	Talaromyces radicus	fungi	OQ981228.1	410	0	0		True	True	
MPDB001916	228353	Talaromyces radicus	fungi	OQ981229.1	406	0	0		True	True	
MPDB001917	228353	Talaromyces radicus	fungi	OQ981230.1	407	0	0		True	True	
MPDB001918	228353	Talaromyces radicus	fungi	OR673580.1	581	0	0		True	True	
MPDB001919	228353	Talaromyces radicus	fungi	OR835532.1	578	0	0		True	True	
MPDB001920	228353	Talaromyces radicus	fungi	OR835533.1	561	0	0		True	True	
MPDB001921	228353	Talaromyces radicus	fungi	OR922574.1	554	0	0		True	True	
MPDB001922	228353	Talaromyces radicus	fungi	OW982510.1	616	0	0		True	True	
MPDB001923	228353	Talaromyces radicus	fungi	OW988101.1	600	0	0		True	True	
MPDB001924	228353	Talaromyces radicus	fungi	PP844393.1	572	0	0		True	True	
MPDB001925	228353	Talaromyces radicus	fungi	PP844405.1	528	0	0		True	True	
MPDB001926	228353	Talaromyces radicus	fungi	PV369555.1	560	0	0		True	True	
MPDB001927	228353	Talaromyces radicus	fungi	PV369691.1	551	0	0		True	True	
MPDB001928	228353	Talaromyces radicus	fungi	PX071999.1	590	0	0		True	True	
MPDB001929	228353	Talaromyces radicus	fungi	PX072000.1	587	1	0		True	True	
MPDB001930	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748050.1	680	0	0		True	True	
MPDB001931	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748052.1	678	0	0		True	True	
MPDB001932	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748053.1	663	0	0		True	True	
MPDB001933	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748054.1	669	0	0		True	True	
MPDB001934	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748055.1	670	0	0		True	True	
MPDB001935	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748056.1	651	0	0		True	True	
MPDB001936	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748059.1	668	0	0		True	True	
MPDB001937	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748060.1	658	0	0		True	True	
MPDB001938	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748061.1	667	0	0		True	True	
MPDB001939	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748062.1	661	0	0		True	True	
MPDB001940	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748063.1	665	0	0		True	True	
MPDB001941	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748064.1	675	0	0		True	True	
MPDB001942	238245	Stenocarpella maydis (Diplodia maydis)	fungi	FR748065.1	676	0	0		True	True	
MPDB001943	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ167220.1	1071	0	0		True	True	
MPDB001944	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ167221.1	1062	0	0		True	True	
MPDB001945	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ167222.1	1074	0	0		True	True	
MPDB001946	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ167223.1	1110	0	0		True	True	
MPDB001947	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ259129.1	1072	0	0		True	True	
MPDB001948	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ259130.1	1073	0	0		True	True	
MPDB001949	238245	Stenocarpella maydis (Diplodia maydis)	fungi	GQ428199.1	1057	0	0		True	True	
MPDB001950	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KC311732.1	1058	0	0		True	True	
MPDB001951	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KM030331.1	1034	0	0		True	True	
MPDB001952	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KP164561.1	7800	0	0		True	True	
MPDB001953	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KP691031.1	413	0	0		True	True	
MPDB001954	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KU680414.1	565	0	0		True	True	
MPDB001955	238245	Stenocarpella maydis (Diplodia maydis)	fungi	KY940797.1	526	0	0		True	True	
MPDB001956	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MF076624.1	967	0	0		True	True	
MPDB001957	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MK249739.1	564	1	0		True	True	
MPDB001958	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MT556638.1	538	0	0		True	True	
MPDB001959	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MT571456.1	556	1	0		True	True	
MPDB001960	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MT772176.1	459	0	0		True	True	
MPDB001961	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MW995721.1	584	0	0		True	True	
MPDB001962	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MZ895508.1	563	0	0		True	True	
MPDB001963	238245	Stenocarpella maydis (Diplodia maydis)	fungi	MZ948964.1	536	0	0		True	True	
MPDB001964	238245	Stenocarpella maydis (Diplodia maydis)	fungi	ON209722.1	815	0	0		True	True	
MPDB001965	238245	Stenocarpella maydis (Diplodia maydis)	fungi	ON310802.1	534	1	0		True	True	
MPDB001966	238245	Stenocarpella maydis (Diplodia maydis)	fungi	OQ683861.1	556	1	0		True	True	
MPDB001967	238245	Stenocarpella maydis (Diplodia maydis)	fungi	OR500033.1	851	0	0		True	True	
MPDB001968	238245	Stenocarpella maydis (Diplodia maydis)	fungi	PQ609689.1	544	0	0		True	True	
MPDB001969	238245	Stenocarpella maydis (Diplodia maydis)	fungi	PV124187.1	552	0	0		True	True	
MPDB001970	238245	Stenocarpella maydis (Diplodia maydis)	fungi	PX444915.1	497	0	0		True	True	
MPDB001971	259522	Didymella maydis (Phyllosticta maydis)	fungi	KF512826.1	1035	0	0		True	True	
MPDB001972	259522	Didymella maydis (Phyllosticta maydis)	fungi	MH859380.1	485	0	0		True	True	
MPDB001973	259522	Didymella maydis (Phyllosticta maydis)	fungi	MN972882.1	449	0	0		True	True	
MPDB001974	259522	Didymella maydis (Phyllosticta maydis)	fungi	MN973269.2	1407	3	0		True	True	
MPDB001975	259522	Didymella maydis (Phyllosticta maydis)	fungi	OM701808.1	670	0	0		True	True	
MPDB001976	259522	Didymella maydis (Phyllosticta maydis)	fungi	OM701809.1	639	0	0		True	True	
MPDB001977	259522	Didymella maydis (Phyllosticta maydis)	fungi	PZ745918.1	412	0	0		True	True	
MPDB001978	259522	Didymella maydis (Phyllosticta maydis)	fungi	PZ745919.1	463	0	0		True	True	
MPDB001979	259522	Didymella maydis (Phyllosticta maydis)	fungi	PZ745920.1	496	0	0		True	True	
MPDB001980	2713053	Gonatobotrys simplex	fungi	MT110303.1	926	0	0		True	True	
MPDB001981	2713053	Gonatobotrys simplex	fungi	MT110304.1	930	0	0		True	True	
MPDB001982	27349	Puccinia sorghi	fungi	AY114291.1	1350	0	0		True	True	
MPDB001983	27349	Puccinia sorghi	fungi	DQ345724.1	1384	0	1	R	True	True	
MPDB001984	27349	Puccinia sorghi	fungi	HQ154038.1	666	0	0		True	True	
MPDB001985	27349	Puccinia sorghi	fungi	KY354211.1	930	0	0		True	True	
MPDB001986	27349	Puccinia sorghi	fungi	KY764163.1	1328	0	0		True	True	
MPDB001987	27349	Puccinia sorghi	fungi	L08734.1	458	0	0		True	True	
MPDB001988	27349	Puccinia sorghi	fungi	MT955202.1	638	0	0		True	True	
MPDB001989	27349	Puccinia sorghi	fungi	MT955203.1	640	0	0		True	True	
MPDB001990	27349	Puccinia sorghi	fungi	MT965574.1	549	0	0		True	True	
MPDB001991	27349	Puccinia sorghi	fungi	MT965630.1	620	0	0		True	True	
MPDB001992	27349	Puccinia sorghi	fungi	MT965631.1	551	0	0		True	True	
MPDB001993	27349	Puccinia sorghi	fungi	MT965639.1	551	0	0		True	True	
MPDB001994	27349	Puccinia sorghi	fungi	ON000260.1	142	0	0		True	True	
MPDB001995	27349	Puccinia sorghi	fungi	PP469634.1	1341	0	0		True	True	
MPDB001996	27349	Puccinia sorghi	fungi	PP471887.1	455	0	0		True	True	
MPDB001997	27349	Puccinia sorghi	fungi	PV593786.1	363	0	0		True	True	
MPDB001998	27349	Puccinia sorghi	fungi	PV810235.1	174	0	0		True	True	
MPDB001999	27349	Puccinia sorghi	fungi	PX955827.1	780	0	0		True	True	
MPDB002000	27349	Puccinia sorghi	fungi	PX955856.1	780	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=3); identical sequences from independent GenBank records, retained
MPDB002001	27349	Puccinia sorghi	fungi	PX955856.1	780	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=3); identical sequences from independent GenBank records, retained
MPDB002002	27349	Puccinia sorghi	fungi	PX955856.1	780	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=3); identical sequences from independent GenBank records, retained
MPDB002003	276838	Physoderma maydis	fungi	AY601708.1	1698	7	0		True	True	
MPDB002004	276838	Physoderma maydis	fungi	AY997072.1	692	0	0		True	True	
MPDB002005	282267	Fusarium asiaticum	fungi	MZ353563.1	218	0	0		True	True	
MPDB002006	282267	Fusarium asiaticum	fungi	ON492625.1	1179	0	0		True	True	
MPDB002007	282267	Fusarium asiaticum	fungi	OR143379.1	531	0	0		True	True	
MPDB002008	282267	Fusarium asiaticum	fungi	OR565903.1	509	0	0		True	True	
MPDB002009	282267	Fusarium asiaticum	fungi	OR733675.1	520	0	0		True	True	
MPDB002010	282267	Fusarium asiaticum	fungi	OR735579.1	516	0	0		True	True	
MPDB002011	282267	Fusarium asiaticum	fungi	OR735582.1	514	0	0		True	True	
MPDB002012	282267	Fusarium asiaticum	fungi	OR735583.1	539	0	0		True	True	
MPDB002013	282267	Fusarium asiaticum	fungi	OR735585.1	514	0	0		True	True	
MPDB002014	282267	Fusarium asiaticum	fungi	OR880595.1	551	0	0		True	True	
MPDB002015	282267	Fusarium asiaticum	fungi	OR888992.1	285	0	0		True	True	
MPDB002016	282267	Fusarium asiaticum	fungi	OR975670.1	506	0	0		True	True	
MPDB002017	282267	Fusarium asiaticum	fungi	PP033955.1	486	0	0		True	True	
MPDB002018	282267	Fusarium asiaticum	fungi	PP087929.1	506	0	0		True	True	
MPDB002019	282267	Fusarium asiaticum	fungi	PP087930.1	507	0	0		True	True	
MPDB002020	282267	Fusarium asiaticum	fungi	PP087931.1	502	0	0		True	True	
MPDB002021	282267	Fusarium asiaticum	fungi	PP087932.1	501	0	0		True	True	
MPDB002022	282267	Fusarium asiaticum	fungi	PP087933.1	518	0	0		True	True	
MPDB002023	282267	Fusarium asiaticum	fungi	PP087934.1	517	0	0		True	True	
MPDB002024	282267	Fusarium asiaticum	fungi	PP087935.1	509	0	0		True	True	
MPDB002025	282267	Fusarium asiaticum	fungi	PP087936.1	500	0	0		True	True	
MPDB002026	282267	Fusarium asiaticum	fungi	PP357976.1	554	0	0		True	True	
MPDB002027	282267	Fusarium asiaticum	fungi	PP422018.1	548	0	0		True	True	
MPDB002028	282267	Fusarium asiaticum	fungi	PP474103.1	487	0	0		True	True	
MPDB002029	282267	Fusarium asiaticum	fungi	PP710694.1	530	0	0		True	True	
MPDB002030	282267	Fusarium asiaticum	fungi	PP905109.1	570	0	1	M	True	True	
MPDB002031	282267	Fusarium asiaticum	fungi	PQ152259.1	544	0	0		True	True	
MPDB002032	282267	Fusarium asiaticum	fungi	PQ219475.1	531	0	0		True	True	
MPDB002033	282267	Fusarium asiaticum	fungi	PV367982.1	480	0	0		True	True	
MPDB002034	282267	Fusarium asiaticum	fungi	PV367983.1	504	0	0		True	True	
MPDB002035	282267	Fusarium asiaticum	fungi	PV459639.1	516	0	0		True	True	
MPDB002036	282267	Fusarium asiaticum	fungi	PV569524.1	511	0	0		True	True	
MPDB002037	282267	Fusarium asiaticum	fungi	PV581227.1	223	0	0		True	True	
MPDB002038	282267	Fusarium asiaticum	fungi	PX057298.1	537	0	0		True	True	
MPDB002039	282267	Fusarium asiaticum	fungi	PX057303.1	513	0	0		True	True	
MPDB002040	282267	Fusarium asiaticum	fungi	PX057310.1	529	0	0		True	True	
MPDB002041	282267	Fusarium asiaticum	fungi	PZ266785.1	476	0	0		True	True	
MPDB002042	282267	Fusarium asiaticum	fungi	PZ266813.1	489	0	0		True	True	
MPDB002043	282267	Fusarium asiaticum	fungi	PZ466060.1	476	0	0		True	True	
MPDB002044	282267	Fusarium asiaticum	fungi	PZ466061.1	470	0	0		True	True	
MPDB002045	282267	Fusarium asiaticum	fungi	PZ671480.1	547	0	0		True	True	
MPDB002046	282267	Fusarium asiaticum	fungi	PZ671481.1	547	0	0		True	True	
MPDB002047	282267	Fusarium asiaticum	fungi	PZ780547.1	471	0	0		True	True	
MPDB002048	282269	Fusarium meridionale	fungi	KY466816.1	492	0	0		True	True	
MPDB002049	282269	Fusarium meridionale	fungi	KY466821.1	492	0	0		True	True	
MPDB002050	282269	Fusarium meridionale	fungi	KY466822.1	498	0	0		True	True	
MPDB002051	282269	Fusarium meridionale	fungi	KY466823.1	493	0	0		True	True	
MPDB002052	282269	Fusarium meridionale	fungi	KY466835.1	492	0	0		True	True	
MPDB002053	282269	Fusarium meridionale	fungi	KY466836.1	491	0	0		True	True	
MPDB002054	282269	Fusarium meridionale	fungi	KY466837.1	492	0	0		True	True	
MPDB002055	282269	Fusarium meridionale	fungi	KY466839.1	496	0	0		True	True	
MPDB002056	282269	Fusarium meridionale	fungi	KY466876.1	504	0	0		True	True	
MPDB002057	282269	Fusarium meridionale	fungi	KY466877.1	499	0	0		True	True	
MPDB002058	282269	Fusarium meridionale	fungi	KY466878.1	503	0	0		True	True	
MPDB002059	282269	Fusarium meridionale	fungi	KY466883.1	502	0	0		True	True	
MPDB002060	282269	Fusarium meridionale	fungi	KY466887.1	494	0	0		True	True	
MPDB002061	282269	Fusarium meridionale	fungi	MK524722.1	493	0	0		True	True	
MPDB002062	282269	Fusarium meridionale	fungi	MW016620.1	514	0	0		True	True	
MPDB002063	282269	Fusarium meridionale	fungi	MW016621.1	480	0	0		True	True	
MPDB002064	282269	Fusarium meridionale	fungi	MW016622.1	481	0	0		True	True	
MPDB002065	282269	Fusarium meridionale	fungi	OR538625.1	511	0	0		True	True	
MPDB002066	282269	Fusarium meridionale	fungi	OR538638.1	511	0	0		True	True	
MPDB002067	282269	Fusarium meridionale	fungi	PQ295802.1	541	0	0		True	True	
MPDB002068	282269	Fusarium meridionale	fungi	PQ295805.1	543	0	0		True	True	
MPDB002069	282269	Fusarium meridionale	fungi	PX447086.1	541	0	0		True	True	
MPDB002070	282269	Fusarium meridionale	fungi	PX789767.1	447	0	0		True	True	
MPDB002071	282269	Fusarium meridionale	fungi	PX789770.1	447	0	0		True	True	
MPDB002072	282269	Fusarium meridionale	fungi	PX789772.1	447	0	0		True	True	
MPDB002073	282269	Fusarium meridionale	fungi	PX789782.1	447	0	0		True	True	
MPDB002074	282269	Fusarium meridionale	fungi	PX789783.1	446	0	0		True	True	
MPDB002075	282269	Fusarium meridionale	fungi	PX789784.1	447	0	0		True	True	
MPDB002076	282271	Fusarium boothii	fungi	MH860690.1	1131	0	0		True	True	
MPDB002077	282271	Fusarium boothii	fungi	ON207915.1	859	0	0		True	True	
MPDB002078	282271	Fusarium boothii	fungi	ON207918.1	824	0	0		True	True	
MPDB002079	282271	Fusarium boothii	fungi	ON207920.1	857	0	0		True	True	
MPDB002080	282271	Fusarium boothii	fungi	ON207921.1	860	0	0		True	True	
MPDB002081	282271	Fusarium boothii	fungi	ON207922.1	863	0	0		True	True	
MPDB002082	282271	Fusarium boothii	fungi	ON207927.1	860	0	0		True	True	
MPDB002083	282271	Fusarium boothii	fungi	ON209618.1	861	0	0		True	True	
MPDB002084	282271	Fusarium boothii	fungi	ON492702.1	1190	0	0		True	True	
MPDB002085	282271	Fusarium boothii	fungi	OP163634.1	550	0	0		True	True	
MPDB002086	282271	Fusarium boothii	fungi	OP163654.1	553	0	0		True	True	
MPDB002087	282271	Fusarium boothii	fungi	OP163698.1	552	0	0		True	True	
MPDB002088	282271	Fusarium boothii	fungi	OP782316.2	523	0	0		True	True	
MPDB002089	282271	Fusarium boothii	fungi	OQ421787.1	498	0	0		True	True	
MPDB002090	282271	Fusarium boothii	fungi	OQ421788.1	511	0	0		True	True	
MPDB002091	282271	Fusarium boothii	fungi	OQ421789.1	505	0	0		True	True	
MPDB002092	282271	Fusarium boothii	fungi	OQ421790.1	488	0	0		True	True	
MPDB002093	282271	Fusarium boothii	fungi	OQ421791.1	497	0	0		True	True	
MPDB002094	282271	Fusarium boothii	fungi	OQ421792.1	502	0	0		True	True	
MPDB002095	282271	Fusarium boothii	fungi	OQ421793.1	500	0	0		True	True	
MPDB002096	282271	Fusarium boothii	fungi	OQ421794.1	506	0	0		True	True	
MPDB002097	282271	Fusarium boothii	fungi	OQ421795.1	508	0	0		True	True	
MPDB002098	282271	Fusarium boothii	fungi	OQ422856.1	579	0	0		True	True	
MPDB002099	282271	Fusarium boothii	fungi	OQ422857.1	489	0	0		True	True	
MPDB002100	282271	Fusarium boothii	fungi	OQ422858.1	572	0	0		True	True	
MPDB002101	282271	Fusarium boothii	fungi	OQ422859.1	505	0	0		True	True	
MPDB002102	282271	Fusarium boothii	fungi	OR245537.1	547	0	0		True	True	
MPDB002103	282271	Fusarium boothii	fungi	OR400431.1	543	0	0		True	True	
MPDB002104	282271	Fusarium boothii	fungi	OR880018.1	454	0	0		True	True	
