seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB002622	35725	Macrophomina phaseolina	fungi	PZ619157.1	644	493	493	53.3469	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002623	35725	Macrophomina phaseolina	fungi	PZ619159.1	488	452	452	46.6814	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002624	35725	Macrophomina phaseolina	fungi	PZ619173.1	627	563	563	52.9307	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002625	35725	Macrophomina phaseolina	fungi	PZ619177.1	546	505	505	53.2673	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002626	35725	Macrophomina phaseolina	fungi	PZ619180.1	461	461	461	53.5792	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002627	35725	Macrophomina phaseolina	fungi	PZ623692.1	364	364	364	51.0989	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002628	35725	Macrophomina phaseolina	fungi	PZ625881.1	491	458	458	52.4017	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002629	35725	Macrophomina phaseolina	fungi	PZ654857.1	531	531	531	52.5424	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002630	35725	Macrophomina phaseolina	fungi	PZ673730.1	535	470	470	52.3404	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002631	35725	Macrophomina phaseolina	fungi	PZ675044.1	427	427	427	51.9906	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002632	35725	Macrophomina phaseolina	fungi	PZ675045.1	442	442	442	52.0362	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002633	35725	Macrophomina phaseolina	fungi	PZ675046.1	442	442	442	52.0362	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002634	35725	Macrophomina phaseolina	fungi	PZ713693.1	370	335	335	50.7463	ITS1-5.8S	ITSx-region-extraction
MPDB002635	35725	Macrophomina phaseolina	fungi	PZ728854.1	596	476	476	53.1513	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002636	35725	Macrophomina phaseolina	fungi	PZ742592.1	616	492	492	53.5417	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002637	35725	Macrophomina phaseolina	fungi	PZ745973.1	522	471	471	52.8662	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002638	35725	Macrophomina phaseolina	fungi	PZ746421.1	380	380	380	51.0526	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002639	35725	Macrophomina phaseolina	fungi	PZ761564.1	445	445	445	52.1348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002640	35725	Macrophomina phaseolina	fungi	PZ798764.1	406	406	406	50.7389	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002641	36050	Fusarium poae	fungi	MH854775.1	510	467	467	49.0364	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002642	36050	Fusarium poae	fungi	MH855173.1	544	456	456	48.6842	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002643	36050	Fusarium poae	fungi	MH858407.1	533	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002644	36050	Fusarium poae	fungi	MH859029.1	511	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002645	36050	Fusarium poae	fungi	MH864974.1	536	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002646	36050	Fusarium poae	fungi	ON209613.1	906	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002647	36050	Fusarium poae	fungi	ON209614.1	888	447	447	47.8747	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002648	36050	Fusarium poae	fungi	ON209615.1	853	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002649	36050	Fusarium poae	fungi	ON209616.1	883	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002650	36050	Fusarium poae	fungi	ON209617.1	818	447	447	47.8747	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002651	36050	Fusarium poae	fungi	ON229418.1	859	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002652	36050	Fusarium poae	fungi	ON229421.1	854	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002653	36050	Fusarium poae	fungi	ON229422.1	853	445	445	48.5393	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002654	36050	Fusarium poae	fungi	OP437866.1	474	446	446	48.4305	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002655	36050	Fusarium poae	fungi	OR142397.1	455	428	428	48.5981	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002656	36050	Fusarium poae	fungi	OR346014.1	514	464	464	48.7069	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002657	36050	Fusarium poae	fungi	OR357887.1	530	451	451	48.1153	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002658	36050	Fusarium poae	fungi	OR392722.1	572	445	445	48.7640	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002659	36050	Fusarium poae	fungi	OR562038.1	573	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002660	36050	Fusarium poae	fungi	OR562043.1	573	445	445	48.5393	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002661	36050	Fusarium poae	fungi	OR598700.1	1125	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002662	36050	Fusarium poae	fungi	PP336541.1	1635	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002663	36050	Fusarium poae	fungi	PP501042.1	439	408	408	48.5294	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002664	36050	Fusarium poae	fungi	PP947375.1	823	445	445	48.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002665	36050	Fusarium poae	fungi	PQ340546.1	530	470	470	48.7234	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002666	36050	Fusarium poae	fungi	PV077297.1	458	410	410	48.5366	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002667	36050	Fusarium poae	fungi	PV367985.1	478	417	417	47.7218	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002668	36050	Fusarium poae	fungi	PV444245.1	436	406	406	48.7685	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002669	36050	Fusarium poae	fungi	PV592550.1	501	450	450	54.2222	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002670	36050	Fusarium poae	fungi	PV639391.1	502	447	447	48.5459	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002671	36050	Fusarium poae	fungi	PV843836.1	369	369	369	48.2385	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002672	36050	Fusarium poae	fungi	PV931816.1	359	149	149	50.3356	ITS2	ITSx-region-extraction
MPDB002673	36050	Fusarium poae	fungi	PX363266.1	296	151	151	50.9934	ITS2	ITSx-region-extraction
MPDB002674	36050	Fusarium poae	fungi	PX363269.1	294	149	149	50.3356	ITS2	ITSx-region-extraction
MPDB002675	36050	Fusarium poae	fungi	PX369158.1	495	440	440	48.4091	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002676	36050	Fusarium poae	fungi	PX369159.1	523	447	447	48.5459	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002677	36050	Fusarium poae	fungi	PX369160.1	500	446	446	48.4305	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002678	36050	Fusarium poae	fungi	PX591066.1	1359	448	448	47.9911	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002679	36050	Fusarium poae	fungi	PX659853.1	496	469	469	48.6141	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002680	36050	Fusarium poae	fungi	PX725696.1	307	178	178	61.2360	ITS2	ITSx-region-extraction
MPDB002681	36050	Fusarium poae	fungi	PZ675597.1	498	431	431	48.7239	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002682	36050	Fusarium poae	fungi	PZ695182.1	493	431	431	48.9559	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002683	36050	Fusarium poae	fungi	PZ695189.1	490	428	428	48.5981	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002684	36080	Mucor circinelloides	fungi	MH854580.1	635	547	547	36.1974	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002685	36080	Mucor circinelloides	fungi	MH854641.1	636	548	548	36.3139	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002686	36080	Mucor circinelloides	fungi	MH854974.1	645	548	548	36.3139	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002687	36080	Mucor circinelloides	fungi	MH854979.1	633	544	544	36.0294	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002688	36080	Mucor circinelloides	fungi	MH854980.1	638	549	549	36.4299	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002689	36080	Mucor circinelloides	fungi	MH855528.1	596	554	554	36.1011	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002690	36080	Mucor circinelloides	fungi	MH855658.1	637	549	549	36.4299	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002691	36080	Mucor circinelloides	fungi	MH855659.1	634	547	547	36.5631	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002692	36080	Mucor circinelloides	fungi	MH855660.1	635	547	547	36.0146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002693	36080	Mucor circinelloides	fungi	MH856521.1	636	548	548	36.1314	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002694	36080	Mucor circinelloides	fungi	MH857182.1	640	552	552	36.2319	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002695	36080	Mucor circinelloides	fungi	MH859111.1	635	548	548	35.7664	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002696	36080	Mucor circinelloides	fungi	MH859803.1	633	548	548	36.4964	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002697	36080	Mucor circinelloides	fungi	MH859804.1	603	554	554	36.6426	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002698	36080	Mucor circinelloides	fungi	MH859805.1	605	556	556	36.8705	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002699	36080	Mucor circinelloides	fungi	MH859806.1	639	551	551	37.7495	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002700	36080	Mucor circinelloides	fungi	MH859807.1	817	517	517	37.3308	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002701	36080	Mucor circinelloides	fungi	MH859808.1	637	549	549	36.4299	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002702	36080	Mucor circinelloides	fungi	MH860064.1	576	527	527	36.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002703	36080	Mucor circinelloides	fungi	MH860622.1	635	547	547	36.1974	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002704	36080	Mucor circinelloides	fungi	MH860623.1	637	549	549	36.6120	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002705	36080	Mucor circinelloides	fungi	MH862534.1	635	548	548	36.8613	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002706	36080	Mucor circinelloides	fungi	MH863646.1	643	548	548	36.3139	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002707	36080	Mucor circinelloides	fungi	PP844139.1	523	523	523	38.8145	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002708	36080	Mucor circinelloides	fungi	PP844478.1	577	548	548	36.3139	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002709	36080	Mucor circinelloides	fungi	PV234064.1	611	559	559	35.5993	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002710	36080	Mucor circinelloides	fungi	PZ465995.1	584	532	532	37.9699	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002711	36080	Mucor circinelloides	fungi	PZ465996.1	582	530	530	37.7358	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002712	36080	Mucor circinelloides	fungi	PZ465997.1	581	529	529	37.6181	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002713	36080	Mucor circinelloides	fungi	PZ478071.1	638	549	549	36.4299	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002715	36080	Mucor circinelloides	fungi	PZ498035.1	356	356	356	37.0787	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002716	36080	Mucor circinelloides	fungi	PZ610053.1	612	612	612	37.2549	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002717	36080	Mucor circinelloides	fungi	PZ618550.1	585	556	556	36.1011	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002718	36080	Mucor circinelloides	fungi	PZ623857.1	595	564	564	36.3475	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002719	36080	Mucor circinelloides	fungi	PZ623906.1	678	548	548	36.1314	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002720	36080	Mucor circinelloides	fungi	PZ623919.1	630	542	542	37.0849	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002721	36080	Mucor circinelloides	fungi	PZ645930.1	592	535	535	36.8224	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002722	36080	Mucor circinelloides	fungi	PZ679022.1	624	549	549	36.4299	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002723	36080	Mucor circinelloides	fungi	PZ685956.1	562	519	519	38.9210	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002724	36080	Mucor circinelloides	fungi	PZ727093.1	547	547	547	36.8324	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002725	36080	Mucor circinelloides	fungi	PZ742424.1	531	531	531	36.5348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002726	36080	Mucor circinelloides	fungi	PZ742477.1	517	517	517	36.1702	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002727	371126	Stenocarpella macrospora	fungi	FR748048.1	524	496	496	57.2581	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002728	371126	Stenocarpella macrospora	fungi	FR748049.1	528	502	502	57.5697	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002729	371126	Stenocarpella macrospora	fungi	GQ167224.1	1060	479	479	57.4113	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002730	371126	Stenocarpella macrospora	fungi	GQ167225.1	1069	482	482	57.6763	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002731	371126	Stenocarpella macrospora	fungi	GQ259128.1	1078	492	492	57.5203	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002732	371126	Stenocarpella macrospora	fungi	KY012337.1	521	460	460	56.7391	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002733	371126	Stenocarpella macrospora	fungi	MH865024.1	584	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002734	371126	Stenocarpella macrospora	fungi	ON209712.1	813	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002735	371126	Stenocarpella macrospora	fungi	PQ241617.1	567	491	491	57.8411	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002736	371126	Stenocarpella macrospora	fungi	PV156023.1	551	477	477	57.2327	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002737	371126	Stenocarpella macrospora	fungi	PV156059.1	563	488	488	57.9918	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002738	371126	Stenocarpella macrospora	fungi	PV156060.1	590	476	476	56.7227	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002739	371126	Stenocarpella macrospora	fungi	PV291690.1	574	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002740	371126	Stenocarpella macrospora	fungi	PV291691.1	574	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002741	371126	Stenocarpella macrospora	fungi	PV291692.1	575	490	490	57.7551	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002742	371126	Stenocarpella macrospora	fungi	PV291693.1	575	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002743	371126	Stenocarpella macrospora	fungi	PV291694.1	573	522	522	57.4713	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002744	371126	Stenocarpella macrospora	fungi	PV291695.1	574	489	489	57.6687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002745	371126	Stenocarpella macrospora	fungi	PX965534.1	522	492	492	57.5203	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002746	371126	Stenocarpella macrospora	fungi	PZ726902.1	543	498	498	57.6305	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002747	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	KU935665.1	405	405	405	47.6543	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002748	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	KY114905.1	498	498	498	46.7871	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002749	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MF461014.1	536	486	486	46.9136	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002750	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MG654437.1	597	481	481	47.4012	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002751	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MG654438.1	597	481	481	47.1933	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002752	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH473944.1	526	487	487	47.0226	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002753	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH856096.1	497	497	497	46.8813	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002754	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH856636.1	569	481	481	47.1933	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002755	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MN720351.1	538	476	476	47.5687	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002756	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MN830390.1	510	464	464	46.5517	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002757	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT000601.1	539	499	499	47.4950	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002758	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT192114.1	509	462	462	47.6190	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002759	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229246.1	500	465	465	47.9570	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002760	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229248.1	498	464	464	47.8448	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002761	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229249.1	498	464	464	47.8448	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002762	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MW332244.1	511	511	511	47.5538	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002764	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MW940815.1	507	462	462	47.6190	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002765	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MZ486390.1	535	472	472	47.0339	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002766	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OK117928.1	605	489	489	46.2168	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002767	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OM232276.1	352	352	352	44.6023	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002768	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OM685093.1	500	464	464	47.8448	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002769	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	ON127872.1	544	482	482	47.7178	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002770	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OP709686.1	547	481	481	47.1933	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002771	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OP710129.1	530	469	469	47.9744	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002772	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR206518.1	452	452	452	47.3451	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002773	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR259227.1	470	470	470	47.6596	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002774	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR600286.1	567	483	483	47.2050	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002775	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR602165.1	240	162	162	44.4444	ITS1	ITSx-region-extraction
MPDB002776	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OR652925.1	200	166	166	43.3735	ITS1	ITSx-region-extraction
MPDB002777	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW847525.1	310	162	162	51.8519	ITS2	ITSx-region-extraction
MPDB002778	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW984015.1	712	483	483	47.2050	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002779	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW986427.1	577	482	482	47.3029	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002780	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	OW988110.1	579	482	482	47.3029	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002781	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP789629.1	542	480	480	47.7083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002782	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP801333.1	485	450	450	46.8889	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002783	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP801574.1	472	472	472	48.3051	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002784	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP818868.1	505	459	459	47.7124	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002785	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP851675.1	519	490	490	46.7347	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002786	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PP872372.1	544	483	483	47.2050	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002787	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PQ637670.1	527	467	467	47.9657	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002788	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PX106831.1	528	481	481	47.2917	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002789	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	PZ694856.1	549	488	488	47.5410	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002790	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	MH854711.1	681	593	593	37.2681	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002791	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	MH858139.1	651	608	608	36.3487	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002792	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PP622046.1	666	598	598	35.4515	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002793	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PQ613299.1	1056	603	603	36.6501	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002794	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV805654.1	642	609	609	37.4384	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002795	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV821533.1	636	636	636	37.8931	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002796	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PV822558.1	632	632	632	38.1329	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002797	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ127017.1	615	615	615	37.2358	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002798	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ148206.1	584	584	584	36.6438	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002799	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ177363.1	1204	591	591	37.5635	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002800	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ177406.1	1216	595	595	37.4790	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002801	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ213631.1	548	487	487	38.1930	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002803	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ270759.1	662	212	212	32.5472	ITS1	ITSx-region-extraction
MPDB002804	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ295574.1	203	59	59	55.9322	ITS2	ITSx-region-extraction
MPDB002805	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ324789.1	600	571	571	37.4781	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002806	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ336356.1	683	593	593	37.2681	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002807	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ361890.1	624	596	596	37.0805	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002808	39291	Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	fungi	PZ366142.1	572	572	572	37.5874	ITS1-5.8S-ITS2	ITSx-region-extraction
